region,address,price,total_area,kitchen_area,living_area,rooms_count,floor,floors_number,build_date,isСomplete,complitation_year,house_material,parking,decoration,balcony,longitude,latitude,passenger_elevator,cargo_elevator,metro,metro_distance,metro_transport,district,is_apartments,is_auction
nsk,"Новосибирск, улица Объединения, 28",6115000,49.6,4.8,28.0,2,12,15,,0,2024,panel,,,,82.953389,55.09286,1,1,,,,Калининский,0,0
nsk,"Новосибирск, г Новосибирск, ул Лазурная, д 2",3600000,35.0,9.0,,1,1,10,,,,,,,,83.00426,55.033047,,,,,,"МЖК Восточный,Октябрьский",,1
nsk,"Новосибирск, улица Аэропорт, 88",14390000,146.36,9.9,31.4,3,1,8,,1,2023,monolith,,,2,82.903056,55.080359,,1,"Заельцовская,Гагаринская,Сибирская","5,8,8","transport,transport,transport","Аэропорт,Заельцовский",0,0
nsk,"Россия, Новосибирск, улица Михаила Перевозчикова, 10",5150000,41.8,,,2,5,5,1967,,,panel,ground,,1,82.906057,55.060951,,,"Заельцовская,Гагаринская,Красный Проспект","5,16,5","walk,walk,transport",Заельцовский,0,1
nsk,"Новосибирск, улица Лобачевского, 53/2",4930000,34.6,9.8,15.9,1,2,17,,0,2024,brick,,,,82.902715,55.122328,,,"Заельцовская,Гагаринская,Сибирская","13,16,16","transport,transport,transport",Заельцовский,0,0
nsk,"Новосибирск,Заельцовский, Красный проспект, 181",9000000,59.2,10.0,,2,11,17,2008,,,,,,1,82.906919,55.07252,1,1,,,,Заельцовский,,1
nsk,"Новосибирск, Зыряновская улица, 51 стр.",11080000,57.84,23.8,13.9,1,10,24,,0,2024,monolith,,,,82.935827,55.012212,2,1,,,,Октябрьский,0,0
nsk,"Новосибирск,Ленинский, Станиславского, 19/1",3250000,31.0,5.0,,1,3,5,1968,,,,,,1,82.873358,54.980317,0,0,,,,Ленинский,,1
nsk,"Новосибирск, улица Аэропорт",15850000,120.3,8.6,89.0,3,13,17,,0,2024,brick,,,,82.9132546283109,55.0783588838795,,2,"Заельцовская,Сибирская,Гагаринская","6,6,7","transport,transport,transport",Заельцовский,0,0
nsk,"Новосибирск,Кировский, Воскресная, 3",2500000,25.2,,,,3,3,2013,,,,,,0,83.001305,54.94339,0,0,,,,Кировский,,1
nsk,"Новосибирск, Октябрьский район, микрорайон Закаменский, 23/1",7200011,37.63,,,1,23,25,,1,2024,monolithBrick,,,,82.956344,55.037789,,4,"Березовая Роща,Золотая Нива,Маршала Покрышкина","11,17,6","walk,walk,transport",Дзержинский,0,0
nsk,"Новосибирск, Сухарная улица, 105/1",13897000,106.9,,,3,15,29,,0,2025,monolithBrick,,,,82.8597456197,55.0463747175,,,"Гагаринская,Заельцовская,Красный Проспект","5,5,6","transport,transport,transport",Заельцовский,0,0
nsk,"Новосибирск,Калининский, Тайгинская, 39",5800000,55.5,13.5,,2,9,16,2023,,,,,,1,82.978173,55.113117,1,1,,,,Калининский,,1
nsk,"Новосибирск, Садовая улица, 17",9331000,54.09,17.4,23.7,2,3,19,,0,2025,monolithBrick,,,,82.933931,55.019367,,2,"Октябрьская,Речной вокзал,Площадь Ленина","8,19,4","walk,walk,transport",Октябрьский,0,0
nsk,"Новосибирск,Калининский, Тайгинская, 39",6300000,55.5,13.5,,2,12,16,2023,,,,,,1,82.978173,55.113117,1,1,,,,Калининский,,1
nsk,"Новосибирск, улица Аэропорт",12650000,107.95,,,3,2,6,,0,2024,monolith,,,,82.90498652645813,55.08070599050546,,1,"Заельцовская,Гагаринская,Сибирская","3,5,7","transport,transport,transport","Аэропорт,Заельцовский",0,0
nsk,"Новосибирск,Заельцовский, Галущака, 15",10600000,92.0,12.0,,3,23,24,2015,,,,,,1,82.907323,55.053712,1,1,,,,"Линейный,Заельцовский",,1
nsk,"Новосибирск, улица Семьи Шамшиных, с91",12020000,80.33,,,3,16,17,,0,2026,monolith,,,,82.9250394305444,55.0480851216228,,2,"Гагаринская,Сибирская,Маршала Покрышкина","9,10,10","walk,walk,walk",Центральный,0,0
nsk,"Новосибирск,Калининский, Тайгинская, 39",5700000,55.5,13.5,,2,12,16,2023,,,,,,1,82.978173,55.113117,1,1,,,,Калининский,,1
nsk,"Новосибирск, Октябрьский район, микрорайон Закаменский, 23/1",5900026,30.66,,,1,9,25,,1,2024,monolithBrick,,,,82.956344,55.037789,,4,"Березовая Роща,Золотая Нива,Маршала Покрышкина","11,17,6","walk,walk,transport",Дзержинский,0,0
nsk,"Новосибирск,Заельцовский, Красный проспект, 220",8500000,41.3,11.9,,1,5,23,2023,,,,,,0,82.911869,55.068205,1,1,,,,Заельцовский,,1
nsk,"Новосибирск, улица Николая Островского",10500000,89.1,,48.3,3,17,25,,1,2024,monolith,,without,,82.9480054166992,55.0541905763461,1,1,"Березовая Роща,Маршала Покрышкина,Гагаринская","19,4,4","walk,transport,transport",Дзержинский,0,0
nsk,"Новосибирск,Октябрьский, Сибревкома, 9",11000000,49.1,,,,10,26,2017,,,,,,1,82.932916,55.02107,1,1,,,,Октябрьский,,1
nsk,"Новосибирск, Октябрьский район, микрорайон Закаменский",11073680,74.32,,,3,28,29,,0,2026,monolithBrick,,,,82.9544128696937,55.0380166146021,1,,"Березовая Роща,Золотая Нива,Маршала Покрышкина","11,18,6","walk,walk,transport","Фрунзенский,Дзержинский",0,0
nsk,"Новосибирск, Садовая улица, 17",11163450,59.83,17.1,26.6,3,4,19,,0,2025,monolithBrick,,,,82.933931,55.019367,,2,"Октябрьская,Речной вокзал,Площадь Ленина","8,19,4","walk,walk,transport",Октябрьский,0,0
nsk,"Новосибирск, улица Аэропорт",11980000,76.5,7.5,52.4,3,17,17,,0,2024,brick,,,,82.9132546283,55.0783588839,,2,"Заельцовская,Сибирская,Гагаринская","6,6,7","transport,transport,transport",Заельцовский,0,0
nsk,"Новосибирск, улица Николая Островского, 195ск3",12045000,74.6,,36.0,3,24,25,,,2023,panel,,without,,82.946696,55.053877,1,2,"Березовая Роща,Маршала Покрышкина,Гагаринская","5,5,7","transport,transport,transport",Дзержинский,0,0
nsk,"Новосибирск, Плановая улица",12450000,72.1,,44.7,3,9,29,,0,2025,brick,,,,82.89282416798332,55.05593639255882,,4,"Заельцовская,Гагаринская,Красный Проспект","17,3,3","walk,transport,transport",Заельцовский,0,0
nsk,"Новосибирск, Военная улица, 51",12900000,50.0,,,2,4,29,2023,,,,underground,,,82.94923,55.024848,3,,"Октябрьская,Площадь Ленина,Золотая Нива","13,3,5","walk,transport,transport",Октябрьский,0,1
nsk,"Новосибирск, улица Декоративный Питомник, 19",13350000,107.7,,29.5,1,17,18,,0,2024,monolithBrick,,,,82.924535,55.111706,2,2,,,,Калининский,0,0
nsk,"Россия, Новосибирск, Кавалерийская улица, 9",14000000,90.0,38.4,29.0,3,7,13,2012,,,brick,ground,,,82.919998,55.057651,1,1,"Заельцовская,Гагаринская,Красный Проспект","9,11,4","walk,walk,transport",Заельцовский,0,1
nsk,"Новосибирск, Арктическая улица",14500000,83.6,20.1,39.1,3,3,4,,0,2025,brick,,,,82.8965689068704,55.1189315190956,,2,"Заельцовская,Гагаринская,Сибирская","12,15,15","transport,transport,transport",Заельцовский,0,0
nsk,"Новосибирск, Садовая улица, 17",15447600,86.54,17.2,42.2,3,5,19,,0,2025,monolithBrick,,,,82.933931,55.019367,,2,"Октябрьская,Речной вокзал,Площадь Ленина","8,19,4","walk,walk,transport",Октябрьский,0,0
nsk,"630020, Новосибирская обл, г Новосибирск, Калининский р-н, ул Сухановская, д 6А",1697000,17.5,3.0,9.5,,2,4,,,,brick,,,,82.940273,55.092602,,,,,,Калининский,1,0
nsk,"Новосибирск, Октябрьский район, Высоцкого, 139/10",1750000,24.67,5.0,11.0,,11,18,,,2025,panel,,without,1,83.005581,55.012785,0,0,"Октябрьская,Речной вокзал,Площадь Ленина","6,6,9","transport,transport,transport",Октябрьский,0,0
nsk,"Россия, Новосибирская область, г. Новосибирск, Заельцовский, ул. Дуси Ковальчук, 181",2200000,16.0,,,,5,5,1932,,,brick,ground,,0,82.91831,55.062442,,,Заельцовская,7,walk,Заельцовский,,0
nsk,"Новосибирск, Ленинский район, жилой массив Радуга Сибири",2302344,20.52,,,,1,17,,0,2025,monolithBrick,,,,82.786189261931,54.986406019429,1,1,"Площадь Маркса,Площадь Ленина,Студенческая","16,19,20","transport,transport,transport",Ленинский,0,0
nsk,"630022, Новосибирская обл, г Новосибирск, Кировский р-н, ул Петухова, д 103",2390000,25.4,2.0,18.4,,4,10,,,,panel,,,,82.95435,54.939501,,1,,,,Кировский,0,0
nsk,"Новосибирск,Заельцовский, Дуси Ковальчук, 238",2500000,28.0,,,,17,19,,,,,,,1,82.8988352652192,55.0529713273948,1,1,,,,Заельцовский,,0
nsk,"Россия, Новосибирск, улица Твардовского, 22/1",2500000,24.2,,,,13,19,2014,,,panel,ground,,1,83.123521,54.934003,1,1,"Речной вокзал,Студенческая,Золотая Нива","28,29,30","transport,transport,transport",Первомайский,0,0
nsk,"Новосибирск, Ленинский район, жилой массив Радуга Сибири",2666994,23.77,,,,5,17,,0,2025,monolithBrick,,,,82.786189261931,54.986406019429,1,1,"Площадь Маркса,Площадь Ленина,Студенческая","16,19,20","transport,transport,transport",Ленинский,0,0
nsk,"Новосибирск, улица Забалуева, 84/8",2719600,20.92,,,,2,17,,1,2023,monolith,,,,82.77639262698318,54.98985784496955,2,1,"Студенческая,Площадь Маркса,Площадь Гарина-Михайловского","18,19,21","transport,transport,transport",Ленинский,0,0
nsk,"Новосибирск, улица Бородина",2864000,29.1,,21.2,1,1,24,,0,2025,monolith,,,1,82.87796272496949,54.93337358909955,,,"Площадь Маркса,Студенческая,Речной вокзал","8,10,14","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, улица Радиостанция № 2",2889600,23.94,5.1,9.0,,1,9,,0,2024,monolithBrick,,without,,83.10631584522795,54.93287371415568,1,1,"Березовая Роща,Маршала Покрышкина,Сибирская","24,25,25","transport,transport,transport",Первомайский,0,0
nsk,"Новосибирск, улица Забалуева, с9",2851164,23.83,,,,10,17,,0,2024,monolith,,,,82.781248525131,54.9860965262362,2,2,"Площадь Маркса,Студенческая,Площадь Гарина-Михайловского","11,12,14","transport,transport,transport",Ленинский,0,0
nsk,"630020, Новосибирская обл, г Новосибирск, Калининский р-н, ул Сухановская, д 6А",2889000,32.1,4.0,21.5,,1,4,,,,brick,,,,82.940273,55.092602,,,,,,Калининский,1,0
nsk,"Новосибирск, Бронная улица",2962100,24.3,5.3,10.3,,13,17,,0,2024,panel,,without,,82.9673106772437,54.9485303162234,1,1,"Студенческая,Площадь Маркса,Речной вокзал","9,9,10","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, улица Связистов, 162к1с",2950000,25.7,,,1,11,17,,0,2024,panel,,,,82.836913,54.961413,2,,"Площадь Маркса,Студенческая,Речной вокзал","7,8,13","transport,transport,transport",Ленинский,0,0
nsk,"Новосибирск, улица Петухова, 162",2950000,29.1,3.8,15.3,,4,25,2023,,,monolithBrick,ground,,1,82.949176,54.937888,1,1,"Речной вокзал,Студенческая,Площадь Маркса","17,17,18","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, улица Петухова, 162",2950000,30.7,6.3,15.8,,9,25,2023,,,monolithBrick,ground,,1,82.949176,54.937888,1,1,"Речной вокзал,Студенческая,Площадь Маркса","17,17,18","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, Ленинский район, микрорайон Дивногорский, улица Романтиков, 6/1",3000000,26.0,5.0,16.0,,5,12,2018,,,brick,,,,82.809739,55.025674,1,1,,,,"Дивногорский,Ленинский",0,0
nsk,"Россия, Новосибирск, улица Юности, 5",3000000,23.8,3.0,17.0,,3,13,2021,,,brick,ground,,0,82.804942,55.026613,1,1,"Площадь Маркса,Студенческая,Красный Проспект","16,16,17","transport,transport,transport","Дивногорский,Ленинский",0,0
nsk,"Новосибирск, улица Бородина",3142150,31.9,7.1,15.9,,24,24,,0,2025,monolithBrick,,,,82.87796272496949,54.93337358909955,,,"Площадь Маркса,Студенческая,Речной вокзал","8,10,14","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, Бронная улица",3137400,26.3,5.8,11.1,,14,17,,0,2024,panel,,without,,82.9673106772437,54.9485303162234,1,1,"Студенческая,Площадь Маркса,Речной вокзал","9,9,10","transport,transport,transport",Кировский,0,0
nsk,"Новосибирская область, Новосибирск, Герцена, 1/2",3100000,26.3,5.0,15.0,,13,18,2020,,,brick,,,,82.969271,54.961455,,,,,,"Северо-Чемской,Кировский",,0
nsk,"Новосибирск, улица Бородина",3159000,31.6,14.4,10.1,1,13,24,,0,2024,monolith,,,1,82.87796272496949,54.93337358909955,,,"Площадь Маркса,Студенческая,Речной вокзал","8,10,14","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, улица Бородина",3151200,30.3,6.7,14.3,,18,24,,0,2025,monolithBrick,,,,82.87796272496949,54.93337358909955,,,"Площадь Маркса,Студенческая,Речной вокзал","8,10,14","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, улица Бородина",3201250,32.5,7.5,16.0,,9,24,,0,2025,monolithBrick,,,,82.87796272496949,54.93337358909955,,,"Площадь Маркса,Студенческая,Речной вокзал","8,10,14","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, улица Юности, 7",3208699,26.7,,,,3,12,,1,2022,brick,,,,82.803747,55.026613,,,"Площадь Гарина-Михайловского,Красный Проспект,Площадь Ленина","9,11,11","transport,transport,transport","Дивногорский,Ленинский",0,0
nsk,"Новосибирская область, Новосибирск, ул Зорге, 84",3200000,32.6,3.0,18.0,1,2,9,1989,,,,,,0,82.912246,54.931065,,1,,,,"Затулинский,Кировский",,0
nsk,"Новосибирск, улица Забалуева, 98, подъезд 2",3200000,25.7,3.0,15.0,,2,17,,,,brick,,,,82.776618,54.988117,1,1,,,,Ленинский,0,0
nsk,"Новосибирск, Приморская улица",3390000,27.2,,,1,2,25,,0,2025,monolithBrick,,,,82.9869735621762,54.8567433345206,1,2,"Площадь Маркса,Студенческая,Речной вокзал","23,23,26","transport,transport,transport",Советский,0,0
nsk,"Новосибирск, улица Юности, 7",3395723,28.77,,,,11,12,,1,2022,brick,,,,82.803747,55.026613,,,"Площадь Гарина-Михайловского,Красный Проспект,Площадь Ленина","9,11,11","transport,transport,transport","Дивногорский,Ленинский",0,0
nsk,"Новосибирская обл, Новосибирск г, Спортивная ул, 23",3380000,36.0,9.0,16.5,1,6,10,,,,,,,,82.791692,54.98274,1,,,,,Ленинский,0,0
nsk,"Новосибирск, улица Петухова, с1",3429963,26.74,,15.1,,10,17,,0,2024,monolithBrick,,,,82.891594,54.939026,2,4,"Площадь Маркса,Студенческая,Речной вокзал","7,8,12","transport,transport,transport","Затулинский,Кировский",0,0
nsk,"Новосибирск, Россия, Новосибирск, улица Жуковского, 117/1",3400000,22.5,5.0,12.0,1,5,5,,,,,,,1,82.892654,55.058667,,,,,,"Ботанический,Заельцовский",,0
nsk,"Новосибирск, улица Забалуева, 84",3471600,28.93,,,,17,17,,1,2023,monolith,,,,82.774687,54.987684,1,1,"Студенческая,Площадь Маркса,Площадь Гарина-Михайловского","15,16,20","transport,transport,transport",Ленинский,0,0
nsk,"Новосибирск, Кировский район, Затулинский жилмассив, улица Зорге, 229/3",3450000,32.71,,,,4,27,,0,2024,monolith,,,,82.924535,54.927501,3,,"Площадь Маркса,Студенческая,Речной вокзал","10,10,14","transport,transport,transport",,0,0
nsk,"Новосибирск, Ленинский район, жилой массив Радуга Сибири",3546336,43.46,,,2,1,17,,0,2025,monolithBrick,,,,82.786189261931,54.986406019429,1,1,"Площадь Маркса,Площадь Ленина,Студенческая","16,19,20","transport,transport,transport",Ленинский,0,0
nsk,"Новосибирск, улица Петухова",3539900,38.9,,,,1,17,,0,2023,monolithBrick,,,,82.95630281614525,54.93792888478055,2,,"Площадь Маркса,Студенческая,Речной вокзал","10,10,12","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, улица Связистов, 162к1с",3500000,29.1,,,1,16,17,,0,2024,panel,,,,82.836913,54.961413,2,,"Площадь Маркса,Студенческая,Речной вокзал","7,8,13","transport,transport,transport",Ленинский,0,0
nsk,"Новосибирск,Калининский, Тайгинская, 39",3500000,27.1,,,,8,16,2023,,,,,,1,82.978173,55.113117,1,1,,,,Калининский,,0
nsk,"Россия, Новосибирская область, г. Новосибирск, Первомайский, ул. Первомайская, 186",3500000,31.2,6.0,18.0,1,2,5,1967,,,panel,ground,,1,83.072901,54.974514,,,Речной вокзал,17,transport,Первомайский,,0
nsk,"Новосибирск, Ленинский район, жилой массив Радуга Сибири",3553323,36.67,,,1,9,17,,0,2025,monolithBrick,,,,82.786189261931,54.986406019429,1,1,"Площадь Маркса,Площадь Ленина,Студенческая","16,19,20","transport,transport,transport",Ленинский,0,0
nsk,"Новосибирск, улица Бородина",3585300,32.3,10.7,11.4,1,2,24,,0,2024,monolithBrick,,,,82.87841333608525,54.93369483036905,,,"Площадь Маркса,Студенческая,Речной вокзал","8,10,14","transport,transport,transport",Кировский,0,0
nsk,"Новосибирская область, Новосибирск, ул Петухова, 160",3580000,35.0,8.0,18.0,1,15,17,2015,,,,,,0,82.946103,54.938431,1,1,,,,Кировский,,0
nsk,"Россия, Новосибирск, Часовая улица, 5",3600000,44.6,6.0,30.0,2,4,5,1967,,,brick,,,0,82.98836,54.865026,,,Октябрьская,30,transport,"ОбьГЭС,Советский",,0
nsk,"Новосибирск,Октябрьский, Лескова, 250",3600000,30.0,5.0,,1,5,5,1971,,,,,,1,82.968921,55.013947,0,0,,,,"Никитинский,Октябрьский",,0
nsk,"Новосибирск,Калининский, Тюленина, 21",3600000,25.8,5.0,,1,9,10,2010,,,,,,1,82.93809,55.113915,1,0,,,,"Родники,Калининский",,0
nsk,"Россия, Новосибирская область, город Новосибирск, улица Кошурникова, дом 53",3600000,30.0,5.3,17.2,1,4,5,,,,panel,,,1,82.981506,55.036236,,,"Золотая Нива,Березовая Роща","3,4","walk,transport",Дзержинский,0,0
nsk,"Новосибирск, Игарская улица",3600000,26.42,,,,2,23,,0,2026,monolithBrick,,,,82.9422850026537,55.1005610223971,2,,"Заельцовская,Гагаринская,Маршала Покрышкина","7,9,10","transport,transport,transport",Калининский,0,0
nsk,"Россия, Новосибирская область, г. Новосибирск, Кировский, ул. Зорге, 213",3690000,45.0,6.0,30.6,2,4,5,1971,,,panel,,,1,82.91937,54.930843,,,Площадь Маркса,12,transport,"Затулинский,Кировский",,0
nsk,"Новосибирск, Рябиновая улица, 14/1",3675600,27.43,10.0,8.5,,2,20,,0,2026,monolithBrick,,without,,83.02561429297447,54.99990109263912,2,3,"Речной вокзал,Октябрьская,Золотая Нива","12,12,14","transport,transport,transport","Энергостроителей,Октябрьский",0,0
nsk,"Россия, Новосибирск, улица Авиастроителей, 1/1",3700000,39.6,5.6,27.0,2,5,5,1961,,,brick,ground,,,82.958159,55.066365,,,"Березовая Роща,Маршала Покрышкина,Золотая Нива","8,8,9","transport,transport,transport","Авиастроителей,Дзержинский",0,0
nsk,"Новосибирск, Бронная улица",3738700,38.4,4.4,24.0,2,7,17,,0,2024,panel,,without,,82.9673106772437,54.9485303162234,1,1,"Студенческая,Площадь Маркса,Речной вокзал","9,9,10","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, Игарская улица",3700000,29.2,,,,4,17,,0,2025,panel,,,,82.9436961904891,55.1023685580263,1,1,"Заельцовская,Гагаринская,Березовая Роща","11,14,14","transport,transport,transport",Калининский,0,0
nsk,"Россия, Новосибирск, Красный проспект, 331",3700000,29.0,5.0,16.0,,13,14,2023,,,monolithBrick,ground,,1,82.932566,55.116984,,,"Заельцовская,Гагаринская,Маршала Покрышкина","11,15,16","transport,transport,transport",Калининский,,0
nsk,"Новосибирск, Кировский район, Затулинский жилмассив, улица Зорге, 229/2",3700000,34.16,,,,23,27,,1,2024,monolithBrick,,,,82.92343,54.927134,3,,"Площадь Маркса,Студенческая,Речной вокзал","10,10,14","transport,transport,transport",,0,0
nsk,"Новосибирская область, Новосибирск, ул Сибиряков-Гвардейцев, 82",3720000,38.0,10.2,16.0,1,9,10,,,,,,,0,82.893462,54.933031,1,,,,,"Затулинский,Кировский",,0
nsk,"Новосибирск, улица Сибиряков-Гвардейцев, с53Б",3750000,28.6,,,1,1,17,,0,2024,monolithBrick,,,,82.900379,54.943152,,,"Площадь Маркса,Студенческая,Речной вокзал","7,8,12","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, улица Сибиряков-Гвардейцев",3750000,28.6,,,1,8,17,,0,2025,monolithBrick,,,,82.90265379894934,54.943346872148496,,,"Площадь Маркса,Студенческая,Речной вокзал","9,10,13","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, Кировский район, Затулинский жилмассив, улица Зорге, 229/3",3750000,35.48,,,,17,27,,0,2024,monolith,,,,82.924535,54.927501,3,,"Площадь Маркса,Студенческая,Речной вокзал","10,10,14","transport,transport,transport",,0,0
nsk,"Новосибирск, Ипподромская улица, 15",3766210,17.3,,,,5,15,,1,2023,monolithBrick,,,,82.9408983644176,55.0313461710027,,,"Октябрьская,Маршала Покрышкина,Березовая Роща","20,2,2","walk,transport,transport",Октябрьский,1,0
nsk,"Новосибирск, улица Радиостанция № 2",3825400,42.2,5.2,26.5,2,1,16,,0,2024,monolithBrick,,without,,83.1051678597697,54.932113836047535,2,,"Золотая Нива,Березовая Роща,Маршала Покрышкина","22,24,25","transport,transport,transport",Первомайский,0,0
nsk,"Новосибирск, улица Петухова",3816400,40.6,,,,6,17,,0,2023,monolithBrick,,,,82.95630281614525,54.93792888478055,2,,"Площадь Маркса,Студенческая,Речной вокзал","10,10,12","transport,transport,transport",Кировский,0,0
nsk,"Россия, Новосибирская область, город Новосибирск, улица Титова, дом 21/1",3800000,42.3,5.8,29.0,2,4,5,1965,,,brick,ground,,1,82.874319,54.98149,,,"Площадь Маркса,Студенческая","16,4","walk,transport",Ленинский,0,0
nsk,"Новосибирск, улица Бородина",3852000,35.1,8.8,17.4,1,11,24,,0,2024,monolith,,,1,82.87796272496949,54.93337358909955,,,"Площадь Маркса,Студенческая,Речной вокзал","8,10,14","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, Промышленная улица, 7",3855000,23.2,,,1,3,17,,0,2025,monolithBrick,,,,82.966423,55.055403,,3,"Березовая Роща,Золотая Нива,Маршала Покрышкина","4,5,5","transport,transport,transport",Дзержинский,0,0
nsk,"Новосибирск, Бронная улица",3940700,40.3,4.8,24.9,2,13,17,,0,2024,panel,,without,,82.9673106772437,54.9485303162234,1,1,"Студенческая,Площадь Маркса,Речной вокзал","9,9,10","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, улица Коминтерна, 120с6",3910000,28.39,4.1,14.6,,10,22,,0,2024,monolithBrick,,without,1,83.023951,55.041287,2,,"Золотая Нива,Березовая Роща,Маршала Покрышкина","5,7,8","transport,transport,transport",Дзержинский,0,0
nsk,"Новосибирск, улица Коминтерна, 120с6",3910000,28.39,,,,10,22,,0,2024,monolithBrick,,,,83.023951,55.041287,2,,"Золотая Нива,Березовая Роща,Маршала Покрышкина","5,7,8","transport,transport,transport",Дзержинский,0,0
nsk,"Новосибирск, Затулинский жилмассив, улица Зорге, 229/1",3900000,36.43,,,,23,27,,1,2023,monolithBrick,,,,82.92246,54.926963,3,,"Площадь Маркса,Студенческая,Речной вокзал","10,10,14","transport,transport,transport",,0,0
nsk,"Новосибирск, Приморская улица",3910000,28.5,,,1,24,25,,0,2025,monolithBrick,,,,82.9869735621762,54.8567433345206,1,2,"Площадь Маркса,Студенческая,Речной вокзал","23,23,26","transport,transport,transport",Советский,0,0
nsk,"Новосибирск, улица Бородина",3900800,36.8,11.1,16.6,1,24,24,,0,2025,monolithBrick,,,,82.87796272496949,54.93337358909955,,,"Площадь Маркса,Студенческая,Речной вокзал","8,10,14","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, Октябрьский район, микрорайон Закаменский, 12",3950000,22.0,1.0,15.0,,9,17,2023,,,brick,,,1,82.957862,55.036788,1,1,,,,Октябрьский,0,0
nsk,"Новосибирск, Игарская улица",3950000,32.8,,,1,1,17,,0,2025,panel,,,,82.9428593412763,55.101845665527,1,1,"Заельцовская,Гагаринская,Маршала Покрышкина","10,13,14","transport,transport,transport",Калининский,0,0
nsk,"Новосибирск, улица Петухова",3969900,40.1,,,,14,17,,0,2023,monolithBrick,,,,82.9571718518667,54.93788564558534,2,,"Площадь Маркса,Студенческая,Речной вокзал","10,10,12","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, улица Петухова",3970000,39.7,,,1,17,17,,0,2023,monolithBrick,,,,82.9571718518667,54.93788564558534,2,,"Площадь Маркса,Студенческая,Речной вокзал","10,10,12","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, улица Ивана Севастьянова, 10/1",3950000,25.7,5.0,13.5,,15,19,,,,panel,,,,82.801565,54.974664,,,,,,Ленинский,0,0
nsk,"Новосибирск, улица Радиостанция № 2",4045200,40.9,5.3,24.9,2,9,16,,0,2024,monolithBrick,,without,,83.1051678597697,54.932113836047535,2,,"Золотая Нива,Березовая Роща,Маршала Покрышкина","22,24,25","transport,transport,transport",Первомайский,0,0
nsk,"Новосибирск, улица Забалуева, с9",4017920,36.78,,,1,9,17,,0,2024,monolith,,,,82.7812485251,54.9860965262,2,2,"Площадь Маркса,Студенческая,Площадь Гарина-Михайловского","11,12,14","transport,transport,transport",Ленинский,0,0
nsk,"Новосибирск, Прокопьевская улица",4040000,36.8,,,1,2,4,,1,2023,brick,,,,83.0102026455,54.9407604699,,,"Студенческая,Речной вокзал,Площадь Маркса","15,19,20","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, Кировский район, Северо-Чемской жилмассив, улица Аникина, 6",4000000,29.16,,,,2,26,,0,2026,monolithBrick,underground,,,82.946202,54.965016,3,2,"Студенческая,Площадь Маркса,Речной вокзал","8,9,12","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, улица Кошурникова",4000000,21.53,,,1,4,12,,0,2026,monolithBrick,,,,82.966648591262,55.0400574540236,,2,"Золотая Нива,Березовая Роща,Маршала Покрышкина","8,11,4","walk,walk,transport",Октябрьский,1,0
nsk,"Новосибирск, Прокопьевская улица",4040000,35.44,,,1,2,4,,1,2023,brick,,,,83.01020264550696,54.94076046992013,,,"Студенческая,Речной вокзал,Площадь Маркса","15,19,20","transport,transport,transport",Кировский,0,0
nsk,"Новосибирск, Прокопьевская улица",4040000,34.7,,,2,1,4,,1,2023,brick,,,,83.01020264550696,54.94076046992013,,,"Студенческая,Речной вокзал,Площадь Маркса","15,19,20","transport,transport,transport",Кировский,0,0
nsk,"Россия, Новосибирск, улица Маяковского, 1/1",4000000,31.7,,,1,5,5,2012,,,brick,ground,,,83.101404,54.970282,,,"Речной вокзал,Студенческая,Октябрьская","19,20,21","transport,transport,transport",Первомайский,0,0
nsk,"Новосибирская область, Новосибирск, улица В. Высоцкого, 53",4000000,30.4,8.0,,1,5,16,,,,brick,,,0,83.020304,55.028347,1,1,,,,"МЖК Восточный,Октябрьский",,0
nsk,"Новосибирск, улица Связистов, 162к3с",4050000,30.0,,,1,2,17,,0,2024,panel,,,,82.839123,54.961119,2,,"Площадь Маркса,Студенческая,Речной вокзал","6,8,12","transport,transport,transport",Ленинский,0,0
nsk,"Россия, Новосибирск, улица Николая Сотникова, 6",4050000,35.1,8.6,17.8,1,5,18,2016,,,panel,ground,,0,82.963342,54.939108,1,1,"Площадь Маркса,Студенческая,Речной вокзал","13,13,17","transport,transport,transport","Акварельный,Кировский",0,0
